person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
62,113703,RENT,13.5,MEDICAL,B,10822,19.65,0.1,N,27,0
51,180178,MORTGAGE,7.0,HOMEIMPROVEMENT,F,23884,9.46,0.13,Y,14,1
64,87205,OWN,7.1,PERSONAL,F,26163,22.02,0.3,Y,7,0
59,67906,RENT,37.5,EDUCATION,C,5599,9.76,0.08,N,7,0
25,195851,MORTGAGE,17.9,MEDICAL,B,16853,18.86,0.09,N,10,0
20,22621,OTHER,17.5,VENTURE,B,27633,14.86,1.22,N,13,0
26,135695,OWN,6.5,PERSONAL,G,2689,10.9,0.02,N,10,0
24,99602,OWN,35.5,EDUCATION,F,5415,15.94,0.05,Y,12,1
59,136546,RENT,17.3,DEBTCONSOLIDATION,B,28955,8.14,0.21,Y,12,0
32,117290,MORTGAGE,26.4,MEDICAL,B,6785,5.99,0.06,N,6,0
20,122094,RENT,11.8,DEBTCONSOLIDATION,F,31978,8.99,0.26,Y,8,1
38,31479,OTHER,33.8,MEDICAL,G,26548,14.42,0.84,N,4,0
44,58465,MORTGAGE,35.4,MEDICAL,B,29714,5.89,0.51,N,16,0
37,157913,RENT,6.0,DEBTCONSOLIDATION,F,6837,6.71,0.04,N,27,0
57,69641,RENT,33.6,HOMEIMPROVEMENT,D,31618,16.45,0.45,Y,17,1
45,197250,RENT,20.1,HOMEIMPROVEMENT,G,10163,7.41,0.05,N,7,0
30,65545,OWN,5.0,VENTURE,A,29033,9.04,0.44,Y,28,0
40,27566,RENT,15.5,VENTURE,E,21873,22.13,0.79,N,29,1
64,173330,OTHER,4.5,EDUCATION,B,7066,23.5,0.04,Y,27,1
54,100143,OTHER,10.6,DEBTCONSOLIDATION,D,31501,5.75,0.31,N,14,1
58,188471,OTHER,1.6,MEDICAL,F,16069,5.99,0.09,N,10,0
21,98569,MORTGAGE,12.4,VENTURE,G,6936,24.45,0.07,Y,6,1
48,94113,MORTGAGE,29.2,HOMEIMPROVEMENT,F,6351,8.76,0.07,Y,28,0
51,145397,MORTGAGE,32.8,HOMEIMPROVEMENT,G,10918,6.31,0.08,N,6,0
53,159074,RENT,6.9,EDUCATION,G,4276,9.99,0.03,N,3,0
65,62195,MORTGAGE,14.7,VENTURE,E,26514,17.71,0.43,Y,23,1
43,138132,OTHER,7.1,VENTURE,E,23421,11.88,0.17,N,25,0
25,84729,RENT,15.5,EDUCATION,G,14545,22.14,0.17,Y,23,1
61,117349,RENT,34.6,DEBTCONSOLIDATION,A,31570,23.23,0.27,Y,21,0
34,76162,MORTGAGE,28.5,DEBTCONSOLIDATION,F,18547,13.48,0.24,N,29,0
36,67202,OTHER,12.1,HOMEIMPROVEMENT,G,26527,16.69,0.39,Y,18,0
43,157182,MORTGAGE,11.9,PERSONAL,D,4683,11.73,0.03,N,22,0
37,78458,MORTGAGE,7.5,HOMEIMPROVEMENT,G,16248,22.99,0.21,N,23,0
28,199080,RENT,26.2,MEDICAL,C,27931,13.09,0.14,Y,20,0
56,59785,MORTGAGE,29.1,EDUCATION,F,31677,23.13,0.53,N,18,1
30,182389,OWN,11.8,VENTURE,B,17451,19.5,0.1,Y,23,0
61,33409,OWN,14.2,DEBTCONSOLIDATION,G,20625,13.41,0.62,N,13,1
38,131572,RENT,18.8,DEBTCONSOLIDATION,E,5167,14.44,0.04,Y,18,1
63,110052,MORTGAGE,16.5,EDUCATION,B,13626,11.85,0.12,N,6,0
65,57279,RENT,19.5,DEBTCONSOLIDATION,B,21039,17.69,0.37,Y,16,1
30,161068,OWN,19.6,PERSONAL,B,28923,17.67,0.18,N,15,0
44,11223,RENT,21.4,DEBTCONSOLIDATION,C,1422,22.84,0.13,Y,2,0
60,75227,OWN,27.7,MEDICAL,C,8949,7.05,0.12,N,7,0
22,88171,MORTGAGE,18.2,HOMEIMPROVEMENT,E,34848,11.76,0.4,Y,12,0
51,104175,OWN,6.6,VENTURE,A,15469,9.49,0.15,Y,8,0
57,142286,OWN,4.9,DEBTCONSOLIDATION,F,2948,12.5,0.02,N,26,0
23,165693,RENT,26.5,DEBTCONSOLIDATION,G,1793,5.96,0.01,Y,15,1
27,153466,MORTGAGE,19.0,EDUCATION,B,1109,11.02,0.01,Y,23,0
59,168763,OWN,16.8,PERSONAL,E,8215,10.65,0.05,Y,17,1
32,78942,OWN,14.3,VENTURE,C,11010,5.79,0.14,N,8,0
50,96665,OWN,0.1,DEBTCONSOLIDATION,A,7737,21.7,0.08,N,6,0
52,29673,RENT,36.2,DEBTCONSOLIDATION,B,30433,24.77,1.03,N,10,0
26,55797,RENT,34.1,MEDICAL,G,20993,13.52,0.38,Y,5,0
22,12535,OWN,26.5,EDUCATION,C,23930,22.89,1.91,N,30,0
43,99842,OWN,4.6,VENTURE,D,18314,21.71,0.18,N,27,0
30,39637,OWN,27.8,PERSONAL,G,10946,7.07,0.28,N,27,0
48,57516,OTHER,31.2,HOMEIMPROVEMENT,A,9062,14.66,0.16,N,5,0
48,22051,RENT,10.5,MEDICAL,A,34894,20.35,1.58,Y,23,0
53,147128,RENT,17.3,DEBTCONSOLIDATION,B,32083,11.91,0.22,N,6,0
55,170671,RENT,0.5,EDUCATION,E,31255,22.04,0.18,Y,4,0
40,73148,MORTGAGE,38.8,PERSONAL,E,15095,16.01,0.21,N,14,0
25,130348,OTHER,32.1,VENTURE,A,33166,13.94,0.25,Y,17,0
21,36907,OTHER,16.5,HOMEIMPROVEMENT,E,511,21.52,0.01,N,30,0
33,181598,OTHER,38.0,MEDICAL,G,4056,21.33,0.02,N,12,0
59,167273,OTHER,28.7,MEDICAL,F,30157,7.28,0.18,Y,2,1
60,86541,MORTGAGE,28.1,PERSONAL,B,32771,7.81,0.38,N,5,0
32,59163,RENT,37.2,VENTURE,B,30452,21.49,0.51,Y,24,1
46,22189,RENT,30.9,VENTURE,D,33543,7.69,1.51,N,2,0
23,155024,OTHER,33.6,VENTURE,E,12113,18.84,0.08,Y,25,0
26,111556,MORTGAGE,20.2,VENTURE,D,16768,10.47,0.15,N,11,0
28,46223,OTHER,24.1,DEBTCONSOLIDATION,E,20089,21.86,0.43,N,24,0
55,175827,OWN,8.0,HOMEIMPROVEMENT,F,19543,18.73,0.11,Y,24,0
31,142092,MORTGAGE,28.4,MEDICAL,E,31981,16.66,0.23,N,23,0
54,84954,OTHER,32.3,HOMEIMPROVEMENT,A,2156,12.62,0.03,Y,23,1
37,52188,MORTGAGE,27.3,EDUCATION,G,4565,18.81,0.09,N,8,0
22,104026,OTHER,4.1,DEBTCONSOLIDATION,F,15200,19.85,0.15,N,9,0
64,85402,RENT,37.1,VENTURE,D,20990,24.32,0.25,Y,2,0
32,172676,OTHER,33.2,DEBTCONSOLIDATION,F,24600,20.1,0.14,Y,26,0
32,87116,OTHER,7.1,DEBTCONSOLIDATION,A,12753,24.25,0.15,Y,14,1
37,155908,MORTGAGE,5.2,HOMEIMPROVEMENT,G,17212,5.11,0.11,N,24,0
22,50292,MORTGAGE,23.9,DEBTCONSOLIDATION,E,20236,14.81,0.4,N,4,0
40,147729,OWN,38.3,HOMEIMPROVEMENT,A,33604,8.19,0.23,N,4,0
33,183889,MORTGAGE,13.2,MEDICAL,B,31620,24.93,0.17,Y,5,0
48,73005,OWN,38.4,DEBTCONSOLIDATION,C,25493,23.32,0.35,Y,14,1
38,16476,MORTGAGE,20.6,HOMEIMPROVEMENT,D,32403,5.88,1.97,Y,12,1
26,53881,RENT,25.1,EDUCATION,F,14470,22.3,0.27,N,28,1
54,194219,OTHER,25.9,PERSONAL,F,10576,5.48,0.05,N,3,1
23,56659,MORTGAGE,22.3,HOMEIMPROVEMENT,G,15418,23.22,0.27,N,14,0
45,123514,MORTGAGE,0.7,DEBTCONSOLIDATION,A,886,17.83,0.01,Y,26,0
22,193732,RENT,14.3,HOMEIMPROVEMENT,A,19494,20.74,0.1,N,21,1
48,109985,OTHER,32.9,PERSONAL,D,10744,15.67,0.1,Y,25,1
54,87326,OWN,11.9,DEBTCONSOLIDATION,F,24953,24.15,0.29,Y,19,0
29,42305,RENT,0.2,HOMEIMPROVEMENT,D,6078,11.09,0.14,N,8,0
61,144362,OWN,6.4,EDUCATION,E,17063,8.89,0.12,Y,23,0
23,153878,OTHER,25.8,PERSONAL,C,4914,10.01,0.03,Y,25,0
41,103621,OWN,26.9,EDUCATION,A,19186,17.39,0.19,Y,12,0
41,171570,MORTGAGE,27.7,EDUCATION,E,24387,21.15,0.14,N,7,1
35,68071,OTHER,11.1,MEDICAL,B,22229,22.56,0.33,N,16,0
39,137656,RENT,7.0,HOMEIMPROVEMENT,A,18890,22.17,0.14,Y,30,0
36,174264,RENT,29.1,PERSONAL,G,33738,17.63,0.19,N,26,0
22,154597,MORTGAGE,21.7,HOMEIMPROVEMENT,D,10240,12.32,0.07,Y,30,0
38,45096,OTHER,20.0,PERSONAL,D,24346,15.04,0.54,Y,29,0
59,189348,OWN,30.3,EDUCATION,D,10934,8.58,0.06,Y,25,0
42,20595,OWN,30.5,EDUCATION,A,17824,12.39,0.87,Y,23,1
43,111736,OTHER,36.7,PERSONAL,A,21738,7.06,0.19,N,28,0
57,152698,OWN,15.1,VENTURE,C,5601,15.33,0.04,N,9,0
42,100448,OTHER,31.7,HOMEIMPROVEMENT,A,33388,22.64,0.33,N,7,1
52,178683,MORTGAGE,8.5,EDUCATION,B,24238,17.04,0.14,Y,23,1
41,198810,RENT,19.3,VENTURE,D,14308,16.82,0.07,N,2,1
28,160336,OWN,5.4,HOMEIMPROVEMENT,A,10124,6.12,0.06,N,7,0
45,167117,RENT,35.1,DEBTCONSOLIDATION,F,19076,23.95,0.11,Y,16,0
50,136266,OWN,8.8,VENTURE,E,9852,20.89,0.07,Y,21,0
36,53967,MORTGAGE,36.9,HOMEIMPROVEMENT,E,5011,9.6,0.09,N,6,1
32,147025,OTHER,33.1,HOMEIMPROVEMENT,A,12127,14.52,0.08,Y,30,0
52,40806,RENT,19.3,EDUCATION,E,578,22.94,0.01,N,18,0
22,192882,OTHER,9.2,VENTURE,G,25484,12.01,0.13,Y,15,1
50,70951,RENT,11.3,HOMEIMPROVEMENT,D,17395,8.78,0.25,Y,20,0
53,11885,OTHER,26.2,DEBTCONSOLIDATION,G,21202,13.18,1.78,Y,6,1
57,76488,MORTGAGE,34.2,VENTURE,E,24462,17.24,0.32,N,26,1
55,156161,OTHER,7.1,HOMEIMPROVEMENT,E,32203,10.08,0.21,N,20,0
65,114367,OWN,34.2,DEBTCONSOLIDATION,A,15558,13.93,0.14,Y,5,0
45,98719,RENT,6.4,DEBTCONSOLIDATION,A,6469,21.47,0.07,N,21,0
24,78967,OWN,14.8,HOMEIMPROVEMENT,A,25687,23.61,0.33,N,21,0
38,196543,RENT,37.8,EDUCATION,F,32898,13.78,0.17,Y,29,0
53,84974,OWN,1.3,HOMEIMPROVEMENT,E,34304,18.97,0.4,Y,23,1
35,181709,RENT,39.0,PERSONAL,C,26677,12.06,0.15,N,14,0
53,14028,RENT,36.8,HOMEIMPROVEMENT,C,23312,11.95,1.66,N,9,0
32,129212,OTHER,23.0,MEDICAL,B,27181,15.12,0.21,Y,18,1
27,144555,MORTGAGE,35.0,HOMEIMPROVEMENT,C,29517,24.32,0.2,N,26,0
41,130284,OTHER,35.9,PERSONAL,D,8119,10.16,0.06,N,22,0
34,187448,OWN,32.0,VENTURE,C,34349,15.71,0.18,N,9,0
45,186605,MORTGAGE,3.0,EDUCATION,D,21069,12.07,0.11,N,7,0
63,59851,OTHER,29.5,EDUCATION,F,16363,22.45,0.27,Y,9,1
35,172161,MORTGAGE,6.2,PERSONAL,A,5643,18.52,0.03,N,21,1
54,21079,OTHER,14.8,MEDICAL,D,18504,14.82,0.88,N,14,1
56,43618,RENT,21.0,VENTURE,D,2634,15.05,0.06,N,29,0
31,129851,RENT,27.9,VENTURE,C,1051,5.24,0.01,Y,14,0
40,104791,MORTGAGE,7.5,MEDICAL,B,18155,14.43,0.17,N,13,0
47,65189,OTHER,28.0,MEDICAL,C,26753,10.59,0.41,Y,20,1
56,189833,OWN,32.6,DEBTCONSOLIDATION,C,15953,16.11,0.08,N,8,0
29,133990,RENT,7.1,VENTURE,B,34382,15.68,0.26,N,27,0
36,157361,RENT,15.9,DEBTCONSOLIDATION,B,4434,9.31,0.03,N,17,0
26,127926,MORTGAGE,10.4,MEDICAL,E,17389,11.88,0.14,N,5,0
63,168748,OWN,23.1,DEBTCONSOLIDATION,F,11938,24.59,0.07,N,13,0
52,137793,OTHER,35.6,VENTURE,E,19277,14.28,0.14,Y,29,1
41,120576,OTHER,34.0,PERSONAL,A,11116,11.87,0.09,N,12,0
65,80116,OTHER,10.8,VENTURE,G,24300,19.96,0.3,N,15,1
21,42778,OWN,26.5,DEBTCONSOLIDATION,F,5747,9.21,0.13,N,5,1
50,153768,RENT,1.1,VENTURE,E,5955,7.08,0.04,Y,4,0
44,91099,OWN,9.9,MEDICAL,D,8784,7.63,0.1,Y,2,1
42,95249,OTHER,18.7,HOMEIMPROVEMENT,C,29653,7.7,0.31,Y,20,0
60,176684,OTHER,20.9,DEBTCONSOLIDATION,E,20793,23.18,0.12,N,19,1
25,125831,MORTGAGE,14.6,MEDICAL,B,20394,5.21,0.16,Y,13,0
54,12180,OTHER,37.9,VENTURE,C,1098,20.32,0.09,N,21,0
20,153710,MORTGAGE,7.5,HOMEIMPROVEMENT,D,26370,10.0,0.17,N,28,0
36,30764,OTHER,25.0,HOMEIMPROVEMENT,G,18316,10.69,0.6,N,15,1
24,57816,OWN,11.6,DEBTCONSOLIDATION,D,30172,10.44,0.52,N,8,1
29,23010,RENT,7.4,PERSONAL,C,18141,7.5,0.79,N,25,1
25,49500,RENT,19.7,MEDICAL,D,20919,20.71,0.42,N,13,1
22,96572,RENT,33.7,EDUCATION,A,17965,20.51,0.19,Y,19,0
32,75556,OTHER,33.1,PERSONAL,G,16815,12.7,0.22,N,9,0
22,62213,OTHER,29.4,PERSONAL,E,14160,14.46,0.23,N,12,1
22,154069,RENT,10.1,DEBTCONSOLIDATION,C,13523,12.21,0.09,Y,29,0
27,71857,OTHER,13.0,EDUCATION,G,18594,16.69,0.26,N,27,1
22,162325,OTHER,27.5,EDUCATION,C,6364,9.97,0.04,N,4,0
41,173874,RENT,2.4,DEBTCONSOLIDATION,B,7538,7.52,0.04,Y,12,0
61,101047,OTHER,29.3,PERSONAL,F,25257,12.16,0.25,Y,10,0
51,195237,OTHER,22.4,HOMEIMPROVEMENT,F,32618,8.8,0.17,Y,19,1
49,82174,OWN,2.8,EDUCATION,D,19877,21.39,0.24,N,16,1
60,142633,OTHER,29.3,PERSONAL,E,24360,20.52,0.17,Y,12,0
62,151284,OTHER,7.6,DEBTCONSOLIDATION,D,10601,17.26,0.07,N,15,0
27,35233,RENT,1.8,EDUCATION,B,2549,9.04,0.07,N,8,1
56,178231,OTHER,26.3,HOMEIMPROVEMENT,E,17273,5.98,0.1,Y,21,0
20,64719,OTHER,37.1,PERSONAL,D,4478,12.22,0.07,N,28,0
65,25283,MORTGAGE,21.2,DEBTCONSOLIDATION,A,20416,6.56,0.81,Y,18,1
34,149371,OTHER,7.6,HOMEIMPROVEMENT,F,16802,16.4,0.11,Y,19,0
46,37659,MORTGAGE,27.0,DEBTCONSOLIDATION,F,28488,22.66,0.76,Y,27,1
45,142302,MORTGAGE,26.3,HOMEIMPROVEMENT,E,29533,23.67,0.21,N,19,0
40,107444,OTHER,30.6,VENTURE,G,21697,17.17,0.2,Y,14,0
36,104374,OTHER,17.9,VENTURE,A,2771,24.66,0.03,Y,18,1
39,11721,MORTGAGE,39.4,EDUCATION,G,21137,5.43,1.8,N,19,0
56,159844,OWN,3.8,VENTURE,C,10730,7.77,0.07,N,30,0
34,77172,MORTGAGE,3.7,VENTURE,E,14749,19.69,0.19,N,27,0
51,190773,RENT,23.8,MEDICAL,A,25505,6.57,0.13,Y,26,0
47,119188,RENT,34.8,EDUCATION,F,1249,17.68,0.01,N,3,0
22,93706,OWN,13.1,DEBTCONSOLIDATION,B,10539,6.01,0.11,N,16,0
56,142311,RENT,8.9,MEDICAL,G,26342,7.96,0.19,N,4,0
23,153694,OTHER,10.5,VENTURE,E,28974,20.48,0.19,Y,26,1
55,61932,OTHER,15.8,HOMEIMPROVEMENT,B,34857,9.92,0.56,Y,10,0
40,189499,RENT,4.5,VENTURE,D,24438,11.97,0.13,N,13,0
21,89906,OWN,39.5,HOMEIMPROVEMENT,G,29480,17.46,0.33,N,3,0
34,62346,MORTGAGE,6.2,DEBTCONSOLIDATION,G,6123,7.25,0.1,Y,9,0
29,85414,RENT,13.7,PERSONAL,C,29995,14.42,0.35,N,8,0
33,63425,MORTGAGE,22.0,HOMEIMPROVEMENT,F,9763,18.9,0.15,Y,14,0
62,148097,RENT,10.2,PERSONAL,C,13652,20.78,0.09,N,3,0
20,27458,OTHER,26.4,DEBTCONSOLIDATION,G,24107,22.29,0.88,Y,11,1
61,111324,OWN,39.2,HOMEIMPROVEMENT,F,7027,23.08,0.06,N,29,0
25,58868,OWN,20.0,VENTURE,E,1908,5.8,0.03,N,12,0
30,14816,MORTGAGE,27.4,MEDICAL,F,20313,9.72,1.37,N,27,1
36,111494,RENT,37.8,MEDICAL,B,10442,11.84,0.09,N,23,0
44,146503,OWN,16.7,HOMEIMPROVEMENT,B,28448,24.41,0.19,N,16,0
33,181041,OWN,23.2,DEBTCONSOLIDATION,G,13758,22.25,0.08,N,24,0
53,45455,OTHER,39.8,EDUCATION,F,10857,11.35,0.24,Y,7,1
29,17728,MORTGAGE,35.2,VENTURE,D,20380,13.86,1.15,N,6,0
26,44483,OWN,1.0,HOMEIMPROVEMENT,E,17989,17.11,0.4,Y,21,1
63,16837,MORTGAGE,3.2,VENTURE,B,33420,21.92,1.98,N,24,0
31,111570,OTHER,19.0,EDUCATION,B,15329,5.64,0.14,Y,10,0
34,185987,OWN,30.3,PERSONAL,B,29288,22.34,0.16,N,24,0
49,74692,OTHER,16.2,PERSONAL,E,25428,19.4,0.34,N,21,0
56,165662,RENT,20.8,VENTURE,D,3279,22.56,0.02,Y,18,0
22,156197,OTHER,20.6,DEBTCONSOLIDATION,A,12942,10.82,0.08,N,30,0
38,130939,OWN,16.9,HOMEIMPROVEMENT,A,34380,23.07,0.26,N,28,0
25,199437,RENT,7.2,HOMEIMPROVEMENT,F,9367,12.86,0.05,N,16,1
49,164747,OWN,35.3,PERSONAL,C,21738,18.83,0.13,Y,24,0
25,39927,OTHER,25.4,PERSONAL,E,25671,19.54,0.64,Y,14,1
22,54796,MORTGAGE,22.6,DEBTCONSOLIDATION,G,10336,8.24,0.19,Y,7,0
23,119990,MORTGAGE,12.4,VENTURE,C,12342,7.35,0.1,Y,8,1
36,13200,OTHER,19.9,VENTURE,E,876,17.16,0.07,N,9,1
62,134705,OTHER,16.4,PERSONAL,E,930,9.89,0.01,N,21,0
33,22823,OWN,5.9,DEBTCONSOLIDATION,C,2906,7.91,0.13,Y,23,0
58,88234,MORTGAGE,36.8,PERSONAL,A,27825,24.87,0.32,Y,23,1
62,191276,OWN,38.7,DEBTCONSOLIDATION,E,24105,23.63,0.13,Y,26,1
43,109336,RENT,30.3,HOMEIMPROVEMENT,A,19691,14.42,0.18,Y,24,0
41,148163,OTHER,21.0,DEBTCONSOLIDATION,B,4313,7.19,0.03,Y,17,0
58,195284,MORTGAGE,17.1,MEDICAL,C,34932,16.5,0.18,N,6,0
51,146237,OTHER,19.7,EDUCATION,E,15751,19.17,0.11,Y,2,1
49,173960,RENT,29.5,EDUCATION,G,27673,13.28,0.16,N,13,0
60,65663,RENT,25.6,DEBTCONSOLIDATION,C,17173,20.8,0.26,N,11,0
40,11607,RENT,27.4,MEDICAL,D,2408,21.64,0.21,Y,12,0
63,135595,OTHER,31.9,DEBTCONSOLIDATION,B,32055,8.11,0.24,N,30,0
41,131233,OTHER,37.1,PERSONAL,G,34649,10.99,0.26,N,19,0
33,161361,MORTGAGE,32.0,MEDICAL,A,10284,10.61,0.06,Y,12,0
60,150056,OWN,22.8,VENTURE,B,8157,22.29,0.05,N,24,0
65,18291,MORTGAGE,16.6,VENTURE,B,24852,14.04,1.36,N,8,0
31,39420,MORTGAGE,31.4,EDUCATION,A,29583,15.12,0.75,N,30,0
32,99159,OTHER,29.3,HOMEIMPROVEMENT,C,21952,7.87,0.22,Y,28,0
53,187397,OWN,8.2,PERSONAL,D,25900,19.27,0.14,Y,2,1
22,190106,RENT,13.3,PERSONAL,A,34616,20.32,0.18,N,2,0
39,177470,OWN,12.8,EDUCATION,C,18630,15.65,0.1,N,23,0
29,51286,MORTGAGE,4.6,HOMEIMPROVEMENT,E,34189,7.05,0.67,N,19,1
29,194642,MORTGAGE,23.0,EDUCATION,A,20906,17.27,0.11,N,19,0
28,17600,OTHER,36.1,PERSONAL,A,25639,6.08,1.46,N,14,1
58,165387,OTHER,24.7,MEDICAL,C,13485,19.26,0.08,Y,26,0
56,44549,RENT,32.5,DEBTCONSOLIDATION,D,6874,14.11,0.15,N,17,0
34,47675,MORTGAGE,36.5,VENTURE,B,22148,20.78,0.46,N,16,0
24,134606,RENT,14.1,VENTURE,G,11693,10.65,0.09,N,21,0
52,36983,OTHER,32.7,PERSONAL,C,5148,20.85,0.14,N,14,0
35,172758,OWN,21.9,VENTURE,D,4829,11.81,0.03,N,27,0
56,99705,OWN,6.9,DEBTCONSOLIDATION,A,32391,7.29,0.32,N,12,0
48,56182,MORTGAGE,38.2,PERSONAL,E,7626,18.71,0.14,N,12,0
62,26117,RENT,8.7,EDUCATION,E,512,20.14,0.02,Y,16,1
44,171368,OTHER,7.8,DEBTCONSOLIDATION,C,20143,16.41,0.12,N,15,0
42,33406,RENT,24.5,HOMEIMPROVEMENT,D,8859,22.05,0.27,Y,13,0
23,10221,MORTGAGE,4.4,MEDICAL,G,2543,9.7,0.25,N,22,1
44,116439,OTHER,17.4,EDUCATION,F,11864,14.5,0.1,Y,19,1
43,119375,OWN,11.5,DEBTCONSOLIDATION,B,9300,5.23,0.08,Y,6,0
51,182471,OTHER,39.0,EDUCATION,A,9492,17.84,0.05,N,29,0
64,168447,OTHER,24.9,VENTURE,E,28295,16.04,0.17,N,14,0
31,121351,RENT,23.1,DEBTCONSOLIDATION,B,33381,10.39,0.28,N,3,0
56,136685,MORTGAGE,4.5,VENTURE,F,5747,7.84,0.04,N,16,0
53,169926,RENT,9.8,DEBTCONSOLIDATION,F,5617,18.68,0.03,N,21,1
41,150255,RENT,18.8,HOMEIMPROVEMENT,D,22226,13.42,0.15,N,11,1
64,166666,MORTGAGE,29.1,HOMEIMPROVEMENT,C,4525,17.59,0.03,Y,20,1
38,173660,RENT,11.5,PERSONAL,B,33634,6.54,0.19,N,10,0
37,82146,MORTGAGE,0.6,PERSONAL,E,11943,23.2,0.15,Y,23,1
31,78485,OWN,19.4,HOMEIMPROVEMENT,G,2668,11.86,0.03,Y,6,0
29,140009,OTHER,30.8,EDUCATION,F,29347,19.52,0.21,Y,8,0
42,24241,MORTGAGE,30.2,PERSONAL,A,11483,14.28,0.47,N,11,0
54,71252,OTHER,27.3,VENTURE,D,17711,7.9,0.25,N,2,0
48,110140,MORTGAGE,38.5,DEBTCONSOLIDATION,A,6880,23.35,0.06,N,29,0
61,81457,MORTGAGE,10.8,PERSONAL,C,26134,14.22,0.32,Y,25,0
32,146302,MORTGAGE,27.1,EDUCATION,C,1193,18.46,0.01,Y,2,0
53,37238,OTHER,14.1,DEBTCONSOLIDATION,C,17008,8.86,0.46,Y,21,1
58,182125,OWN,38.0,DEBTCONSOLIDATION,A,8362,6.73,0.05,Y,14,0
61,158391,OWN,35.8,DEBTCONSOLIDATION,B,17102,10.89,0.11,Y,22,0
37,121931,MORTGAGE,10.3,PERSONAL,C,4588,12.66,0.04,N,3,0
36,56643,OTHER,2.8,EDUCATION,E,26231,8.57,0.46,N,5,1
47,67248,RENT,36.5,DEBTCONSOLIDATION,C,7269,5.7,0.11,Y,20,0
48,14919,OTHER,6.0,DEBTCONSOLIDATION,A,2979,18.29,0.2,N,6,0
45,160638,RENT,20.6,VENTURE,D,29077,13.08,0.18,Y,19,1
44,190685,OTHER,4.8,HOMEIMPROVEMENT,C,22352,18.64,0.12,N,3,0
61,33767,MORTGAGE,21.4,MEDICAL,A,30622,20.21,0.91,N,22,1
55,20310,OTHER,26.4,MEDICAL,F,26065,22.93,1.28,N,17,1
60,124814,OWN,5.6,EDUCATION,A,16129,14.78,0.13,Y,27,0
39,140989,OTHER,38.7,PERSONAL,A,22735,6.12,0.16,Y,14,1
61,184932,OTHER,37.6,HOMEIMPROVEMENT,B,15768,23.5,0.09,Y,25,1
61,14997,OTHER,36.3,HOMEIMPROVEMENT,A,16404,19.03,1.09,Y,2,1
23,90566,RENT,18.2,EDUCATION,G,4691,21.36,0.05,Y,5,1
59,67821,RENT,32.2,VENTURE,C,26846,11.48,0.4,Y,12,0
33,21950,OWN,13.4,PERSONAL,C,9756,20.15,0.44,Y,24,1
30,124992,OWN,37.0,PERSONAL,B,7051,20.82,0.06,N,26,0
51,31160,RENT,0.3,PERSONAL,F,19094,13.32,0.61,N,24,1
29,177726,MORTGAGE,20.9,VENTURE,B,11939,17.21,0.07,Y,21,1
51,170445,RENT,25.1,MEDICAL,C,27945,5.09,0.16,Y,8,1
53,35082,MORTGAGE,34.5,HOMEIMPROVEMENT,E,14870,14.28,0.42,Y,10,1
27,49116,OTHER,19.9,EDUCATION,F,3325,6.08,0.07,N,11,0
36,97633,OTHER,1.7,DEBTCONSOLIDATION,A,12026,8.16,0.12,Y,17,0
24,71682,OTHER,23.7,MEDICAL,D,13525,19.94,0.19,N,9,0
40,69711,RENT,9.5,VENTURE,G,13604,12.51,0.2,Y,4,0
51,24244,OTHER,5.8,HOMEIMPROVEMENT,D,12169,12.75,0.5,Y,16,0
60,104002,MORTGAGE,8.1,EDUCATION,A,4409,10.61,0.04,Y,29,0
46,54879,MORTGAGE,8.8,MEDICAL,E,10775,20.79,0.2,Y,20,0
34,32668,OTHER,34.3,VENTURE,G,14684,16.83,0.45,N,10,1
47,74658,OWN,13.1,HOMEIMPROVEMENT,B,10262,23.28,0.14,Y,15,0
22,133378,RENT,17.0,VENTURE,D,6922,14.05,0.05,Y,4,0
20,191707,OTHER,38.0,EDUCATION,C,19884,9.78,0.1,Y,2,0
39,52415,OTHER,34.3,DEBTCONSOLIDATION,E,2099,24.53,0.04,N,26,1
65,116262,OWN,31.6,MEDICAL,F,30928,19.08,0.27,Y,29,0
44,191076,MORTGAGE,21.2,MEDICAL,D,18180,18.96,0.1,Y,27,0
59,98000,RENT,20.6,DEBTCONSOLIDATION,C,3879,7.22,0.04,N,16,0
43,106058,OWN,25.9,DEBTCONSOLIDATION,A,13916,7.77,0.13,N,9,0
61,135434,OWN,30.1,EDUCATION,C,23615,22.96,0.17,N,10,1
43,100499,OTHER,19.4,HOMEIMPROVEMENT,G,8541,14.4,0.08,N,16,0
63,191724,RENT,7.5,VENTURE,A,5754,12.81,0.03,Y,11,0
24,38669,OWN,11.0,DEBTCONSOLIDATION,B,33027,8.01,0.85,Y,18,0
21,86852,OTHER,38.8,HOMEIMPROVEMENT,B,31557,11.93,0.36,N,25,0
38,59561,RENT,0.9,EDUCATION,G,34553,17.89,0.58,N,20,1
61,95539,OTHER,23.7,DEBTCONSOLIDATION,E,29680,14.16,0.31,Y,30,0
30,78159,OWN,19.4,MEDICAL,G,3601,7.97,0.05,N,16,0
59,52150,MORTGAGE,7.3,EDUCATION,G,10558,8.23,0.2,Y,3,0
56,43154,OTHER,10.4,EDUCATION,B,2773,18.31,0.06,N,6,0
